steps,voltage_mV,pressure,temperature_C,humidity_percent,hour,minute
696,75.31,30,26.64,64.45,13,55
695,81.4,31,25.23,45.24,13,55
697,1.19,8,27.28,51.52,13,55
698,80.39,22,33.84,42.61,13,55
699,78.02,22,26.56,43.06,13,55
700,1.1,3,24.02,40.14,13,55
701,88.82,26,34.46,86.84,13,55
702,3.22,6,20.02,42.91,13,55
704,97.85,24,25.6,45.24,13,55
705,70.91,31,5.53,53.62,13,55
706,73.91,22,23.38,69.38,13,55
704,1.92,4,29.04,14.36,13,55
707,40.5,12,31.75,62.81,13,55
709,24.59,12,9.09,40.14,13,55
710,79.36,28,22.84,62.47,13,55
711,4.47,1,5.53,66.7,13,55
710,115.85,32,31.16,48.17,13,55
711,1.36,11,33.43,86.87,13,55
711,45.06,15,32.02,85.52,13,55
714,1.17,5,52.88,51.23,13,55
715,94.02,31,24.79,44.26,13,55
716,4.59,1,28.72,68.32,13,55
716,1.22,9,21.09,50.66,13,55
717,49.89,21,54.5,87.95,13,55
720,119.66,35,26.76,60.63,13,56
718,70.49,21,29.39,52.36,13,56
722,62.04,35,58.45560000000002,63.74,13,56
721,67.04,16,33.57,50.97,13,56
723,25.76,15,49.33,13.69,13,56
724,46.22,13,32.94,50.51,13,56
725,63.18,25,34.4,62.83,13,56
724,44.59,14,33.41,40.82,13,56
728,31.2,12,33.72,65.25,13,56
728,4.59,9,23.08,42.23,13,56
730,2.36,9,31.93,67.24,13,56
731,92.98,34,23.75,11.14,13,56
731,44.58,12,24.49,58.54,13,56
731,103.95,33,21.66,51.3,13,56
733,27.33,12,29.82,93.55,13,56
734,41.03,12,33.8,52.53,13,56
733,60.41,24,20.57,63.51,13,56
737,44.55,20,9.03,56.16,13,56
737,125.28,34,30.1,62.97,13,56
739,48.21,30,49.15,43.25,13,56
740,19.79,12,53.06,86.89,13,56
741,103.59,33,34.43,63.49,13,56
741,4.58,2,26.47,45.15,13,56
743,109.73,33,28.15,86.06,13,56
744,66.23,22,34.11,53.88,13,56
744,1.45,3,28.56,49.66,13,56
746,2.01,10,24.39,68.69,13,56
744,64.24,16,25.83,50.78,13,56
745,53.39,14,21.07,60.1,13,56
747,0.36,7,27.29,57.29,13,56
749,53.21,22,48.45,50.98,13,56
749,58.99,17,33.94,69.78,13,56
752,64.38,17,27.86,60.83,13,56
753,50.54,32,58.45560000000002,67.09,13,56
753,38.32,14,22.95,40.81,13,56
755,84.24,24,32.61,66.0,13,56
753,39.78,25,58.45560000000002,14.11,13,56
755,24.19,12,58.45560000000002,85.49,13,56
757,2.47,4,22.24,66.65,13,56
756,69.69,27,26.55,18.98,13,56
757,49.1,12,25.04,51.58,13,56
760,57.72,15,26.94,48.98,13,56
761,24.56,14,58.45560000000002,18.23,13,56
763,80.68,30,33.73,45.19,13,56
763,69.11,25,31.22,61.86,13,56
764,122.01,30,28.12,51.22,13,56
765,110.22,31,31.38,62.33,13,56
767,99.23,33,32.87,53.51,13,56
768,47.73,17,29.63,50.86,13,56
766,3.99,4,24.9,41.17,13,56
768,56.22,20,23.38,49.8,13,56
768,2.92,1,30.81,51.95,13,56
772,2.91,6,31.37,68.5,13,56
771,56.05,22,20.15,61.13,13,56
772,80.83,22,33.77,43.0,13,56
775,42.38,18,8.4,64.99,13,56
774,58.19,15,26.18,55.07,13,56
776,2.79,1,25.09,60.28,13,56
775,49.62,19,25.55,57.63,13,56
778,51.91,20,31.04,69.94,13,56
779,64.64,24,25.63,51.89,13,57
779,2.1,10,28.52,89.87,13,57
781,36.72,23,9.95,60.55,13,57
783,120.27,32,30.04,47.24,13,57
781,3.28,3,34.6,62.62,13,57
785,97.26,32,27.43,53.66,13,57
786,67.6,21,31.6,86.11,13,57
785,64.05,31,7.76,41.61,13,57
788,59.4,17,34.29,44.36,13,57
789,26.78,19,56.18,13.24,13,57
788,4.28,8,30.67,51.39,13,57
788,2.82,3,21.67,68.28,13,57
792,65.16,26,7.11,61.08,13,57
792,80.39,29,25.21,64.43,13,57
791,25.8,12,5.82,40.34,13,57
795,25.28,19,8.98,92.22,13,57
794,78.44,23,20.42,58.06,13,57
797,29.63,28,48.14,93.14,13,57
795,131.26,35,33.66,44.09,13,57
797,50.56,16,21.08,68.2,13,57
798,98.72,27,33.51,48.08,13,57
800,72.29,22,29.39,48.83,13,57
801,68.89,22,23.47,45.04,13,57
803,3.99,4,32.22,40.11,13,57
804,93.55,34,32.31,47.02,13,57
804,37.82,18,58.45560000000002,43.36,13,57
806,65.62,28,31.86,19.2,13,57
806,0.37,11,20.66,48.72,13,57
807,2.72,3,26.7,47.4,13,57
806,91.69,25,33.33,88.11,13,57
808,4.14,7,31.1,68.02,13,57
808,67.9,25,21.24,12.64,13,57
811,2.05,3,27.14,62.28,13,57
813,38.49,17,47.13,40.81,13,57
814,42.82,13,32.3,48.6,13,57
814,72.9,18,24.1,56.16,13,57
813,43.76,28,6.65,42.49,13,57
815,2.92,6,25.14,50.94,13,57
817,68.6,27,30.81,61.46,13,57
819,71.84,34,9.12,61.83,13,57
819,4.32,5,29.64,62.84,13,57
821,86.83,27,23.08,68.88,13,57
822,97.4,25,24.51,52.36,13,57
823,2.85,2,45.79,59.22,13,57
822,74.25,29,21.03,60.51,13,57
823,80.59,33,28.51,17.87,13,57
826,50.35,20,51.09,40.48,13,57
827,49.43,16,34.25,59.26,13,57
827,85.23,35,34.67,16.45,13,57
827,30.47,13,21.34,18.86,13,57
828,63.35,17,30.78,46.88,13,57
829,37.81,24,46.43,49.0,13,57
830,3.78,5,29.79,44.25,13,57
832,4.93,5,34.9,18.44,13,57
832,28.6,18,8.48,44.71,13,57
833,28.25,16,53.27,61.26,13,57
835,42.76,13,30.53,66.89,13,57
836,81.24,30,31.86,51.92,13,57
837,4.57,7,27.77,69.38,13,57
837,1.64,3,31.93,52.32,13,57
839,2.68,11,24.9,51.34,13,58
839,83.87,32,25.55,42.49,13,58
839,78.98,24,27.64,56.37,13,58
842,88.47,27,28.55,49.76,13,58
841,129.11,33,34.0,63.38,13,58
842,31.59,18,9.71,47.23,13,58
846,128.64,31,32.69,54.96,13,58
845,69.03,23,27.16,66.47,13,58
848,50.96,30,8.86,86.19,13,58
848,53.6,35,49.78,94.03,13,58
848,4.55,4,53.14,90.99,13,58
848,40.53,12,27.98,54.65,13,58
852,3.63,5,21.06,12.79,13,58
852,3.29,8,33.98,94.03,13,58
851,49.7,13,34.81,55.15,13,58
852,54.34,24,8.4,59.16,13,58
853,114.11,32,32.43,53.18,13,58
855,80.72,26,29.19,49.75,13,58
855,1.44,3,22.86,49.79,13,58
859,19.24,12,6.1,53.16,13,58
858,3.74,2,26.38,65.95,13,58
860,80.39,34,20.6,18.67,13,58
859,4.85,7,20.76,11.14,13,58
860,93.07,29,20.12,47.81,13,58
864,47.76,16,34.91,57.89,13,58
863,43.84,15,27.96,43.46,13,58
866,0.44,11,31.51,58.17,13,58
865,54.01,22,5.72,49.33,13,58
866,52.44,17,34.37,68.03,13,58
867,48.5,13,31.48,50.29,13,58
870,30.61,12,24.96,43.73,13,58
870,83.5,23,28.06,55.16,13,58
870,82.26,24,21.79,42.22,13,58
872,123.32,32,20.48,51.38,13,58
873,59.7,19,32.09,55.93,13,58
873,46.02,13,32.81,59.72,13,58
874,44.91,12,25.76,42.32,13,58
876,59.02,31,55.72,64.22,13,58
877,3.59,5,34.1,52.89,13,58
878,43.26,23,57.74,66.9,13,58
878,4.45,10,34.52,43.96,13,58
879,33.13,12,27.0,46.29,13,58
880,62.26,23,26.3,62.1,13,58
882,3.61,11,7.79,49.49,13,58
884,73.87,20,32.21,62.57,13,58
882,29.13,15,27.09,90.16,13,58
885,85.96,30,29.25,46.11,13,58
887,2.56,4,21.63,88.27,13,58
888,86.72,34,32.51,68.91,13,58
887,63.68,25,27.18,47.74,13,58
888,58.83,29,51.43,56.16,13,58
889,65.67,24,32.07,87.64,13,58
892,130.12,32,28.3,53.94,13,58
891,33.63,16,57.22,42.88,13,58
891,1.03,6,24.62,59.27,13,58
893,86.03,21,24.26,60.96,13,58
895,101.79,32,26.65,63.94,13,58
895,74.91,26,27.64,14.19,13,58
897,110.84,32,34.54,64.9,13,58
899,65.19,26,34.53,19.86,13,58
898,94.12,24,20.21,85.3,13,59
901,92.09,32,34.91,57.3,13,59
900,0.26,6,26.88,64.41,13,59
900,2.18,11,25.15,86.89,13,59
901,106.58,34,29.46,42.71,13,59
902,41.3,12,30.08,66.75,13,59
905,52.71,27,34.13,13.42,13,59
907,45.64,17,22.48,62.37,13,59
908,102.57,34,29.73,69.62,13,59
907,77.59,22,33.19,58.86,13,59
910,55.33,31,47.35,62.66,13,59
910,1.54,4,22.33,57.06,13,59
912,4.89,11,26.79,69.97,13,59
912,34.42,12,30.79,60.75,13,59
914,0.24,8,27.44,90.35,13,59
912,3.94,7,33.99,48.82,13,59
914,130.27,34,23.94,66.55,13,59
916,43.91,20,57.69,44.23,13,59
918,73.91,18,26.77,54.03,13,59
917,122.96,30,20.92,66.43,13,59
920,85.59,30,24.72,47.44,13,59
920,36.8,13,21.1,58.71,13,59
919,59.8,25,46.66,54.5,13,59
923,55.38,28,7.28,40.9,13,59
923,0.36,6,34.71,45.53,13,59
923,35.05,12,27.46,64.03,13,59
923,35.74,33,53.63,19.89,13,59
927,48.11,17,24.65,54.06,13,59
926,29.47,16,21.86,94.03,13,59
929,66.17,25,33.75,56.97,13,59
930,0.95,11,27.69,52.84,13,59
930,0.18,2,25.26,64.13,13,59
931,4.57,9,21.28,64.95,13,59
930,0.41,6,33.66,89.62,13,59
932,48.12,16,30.67,57.48,13,59
933,54.67,21,28.76,66.29,13,59
933,82.83,31,31.34,53.15,13,59
936,132.77120000000002,34,22.02,68.72,13,59
937,36.41,19,8.89,67.21,13,59
937,74.28,26,24.54,58.39,13,59
940,38.86,12,30.69,69.85,13,59
938,56.2,25,9.25,47.23,13,59
939,41.97,13,33.58,85.15,13,59
942,4.68,5,27.5,60.48,13,59
944,0.3,9,25.72,58.95,13,59
944,40.45,23,49.41,53.51,13,59
945,34.69,12,26.5,43.99,13,59
945,0.18,10,25.04,64.14,13,59
948,1.94,11,32.84,44.75,13,59
949,70.37,25,32.18,52.36,13,59
949,3.38,11,26.64,93.6,13,59
948,65.37,22,33.27,89.92,13,59
950,1.3,5,27.4,19.74,13,59
950,70.79,27,30.15,94.03,13,59
954,28.97,13,7.05,58.65,13,59
952,62.01,22,26.81,64.19,13,59
953,76.41,31,20.29,92.17,13,59
955,100.27,24,20.05,44.14,13,59
957,35.29,13,20.91,17.21,13,59
957,2.78,9,28.37,46.12,13,59
959,4.37,11,30.89,60.58,14,0
961,2.92,7,26.45,41.1,14,0
960,38.71,14,32.49,66.93,14,0
963,81.95,20,24.23,44.18,14,0
963,2.65,10,32.24,68.5,14,0
962,4.29,1,49.7,42.74,14,0
966,2.99,1,32.57,40.37,14,0
964,31.47,13,54.04,69.65,14,0
967,84.8,30,24.16,64.09,14,0
968,38.25,12,20.26,55.84,14,0
968,4.67,11,30.33,51.79,14,0
968,59.24,27,32.95,17.21,14,0
972,47.76,20,54.31,47.37,14,0
971,3.49,10,33.56,91.94,14,0
971,34.91,18,25.03,93.44,14,0
974,3.95,6,6.1,16.59,14,0
976,32.45,12,28.27,64.85,14,0
976,92.75,32,25.53,41.76,14,0
975,49.76,19,32.83,56.76,14,0
976,132.77120000000002,35,34.38,57.02,14,0
977,23.83,13,26.33,90.5,14,0
981,47.59,18,25.9,51.16,14,0
982,116.05,31,25.42,42.24,14,0
980,4.49,3,34.18,52.44,14,0
983,42.18,28,8.94,65.04,14,0
984,43.56,23,5.53,41.62,14,0
985,34.59,15,48.31,52.4,14,0
985,3.38,5,33.36,62.18,14,0
988,87.84,23,34.12,43.99,14,0
987,2.18,10,8.42,11.45,14,0
988,2.64,7,23.73,85.47,14,0
991,45.11,15,25.77,55.9,14,0
991,43.52,15,27.19,56.28,14,0
990,106.01,26,23.45,63.61,14,0
991,0.97,5,24.4,49.09,14,0
992,91.41,31,30.8,40.95,14,0
995,51.76,23,6.93,46.86,14,0
995,100.97,31,27.37,58.74,14,0
995,56.89,22,20.14,57.46,14,0
998,1.6,4,23.0,45.2,14,0
999,45.63,13,20.92,57.71,14,0
1001,37.25,17,7.94,49.57,14,0
1002,4.72,9,26.54,59.2,14,0
1002,87.16,26,22.61,48.36,14,0
1001,119.25,31,22.36,58.95,14,0
1003,4.94,7,34.62,53.49,14,0
1005,36.27,20,49.71,50.48,14,0
1007,2.98,7,55.37,47.53,14,0
1007,80.76,35,48.21,63.38,14,0
1009,88.71,24,23.61,88.22,14,0
1009,28.48,15,57.09,43.86,14,0
1011,73.03,30,6.56,69.57,14,0
1010,57.42,25,8.34,40.87,14,0
1010,50.99,13,26.31,52.43,14,0
1011,3.38,6,52.4,54.66,14,0
1014,46.67,18,31.55,47.19,14,0
1013,1.76,3,26.73,50.85,14,0
1016,49.98,17,20.05,54.31,14,0
1018,97.83,28,32.92,47.69,14,0
1018,42.79,23,8.06,40.95,14,0
1019,19.13,16,9.58,15.99,14,1
1021,73.18,24,24.07,44.71,14,1
1021,4.55,11,30.13,65.95,14,1
1022,63.94,18,22.08,57.42,14,1
1023,68.52,22,26.2,44.39,14,1
1022,49.2,24,8.66,48.26,14,1
1025,0.47,6,23.94,66.2,14,1
1026,3.14,10,27.5,56.27,14,1
1027,33.61,12,26.37,85.23,14,1
1028,22.95,13,9.1,43.82,14,1
1027,46.67,16,24.38,50.91,14,1
1030,123.97,32,23.22,47.04,14,1
1030,39.96,13,22.67,47.99,14,1
1032,56.75,31,34.28,91.3,14,1
1032,35.62,13,26.33,60.49,14,1
1034,40.59,22,5.53,43.9,14,1
1036,4.51,6,26.5,69.71,14,1
1037,44.03,15,28.58,14.88,14,1
1036,87.55,30,22.13,43.06,14,1
1037,4.93,7,34.11,61.24,14,1
1038,87.51,28,30.01,88.69,14,1
1041,55.3,30,7.12,44.91,14,1
1040,57.56,24,9.67,60.94,14,1
1042,90.13,28,24.5,43.05,14,1
1042,0.8,3,21.83,53.18,14,1
1045,78.58,27,34.39,52.93,14,1
1045,4.25,1,31.56,47.71,14,1
1046,4.36,9,27.98,63.39,14,1
1048,53.73,15,25.64,87.99,14,1
1047,2.35,3,20.02,44.51,14,1
1049,50.25,21,47.72,40.68,14,1
1051,104.2,33,33.9,68.62,14,1
1050,58.06,14,28.0,52.8,14,1
1052,67.9,26,26.56,65.94,14,1
1051,67.54,22,22.21,43.78,14,1
1053,55.23,15,20.64,43.71,14,1
1054,95.23,34,32.12,16.8,14,1
1055,2.93,6,22.72,51.42,14,1
1058,102.81,33,32.44,59.83,14,1
1057,3.81,5,21.74,42.76,14,1
1058,45.25,28,53.47,66.58,14,1
1060,2.28,7,21.49,16.95,14,1
1061,51.95,18,33.83,60.48,14,1
1063,3.71,10,27.39,64.11,14,1
1062,92.22,34,22.35,57.39,14,1
1063,90.33,24,21.38,51.21,14,1
1064,83.79,22,30.88,66.58,14,1
1065,32.27,28,50.87,90.02,14,1
1068,0.95,5,27.78,63.86,14,1
1069,101.78,30,22.98,67.04,14,1
1070,77.86,25,23.98,66.12,14,1
1069,56.91,14,27.93,46.08,14,1
1070,102.09,27,26.23,66.79,14,1
1073,56.62,18,21.35,65.59,14,1
1074,0.71,10,22.1,64.04,14,1
1072,66.79,31,5.77,43.96,14,1
1076,2.02,7,34.44,92.17,14,1
1075,1.03,3,8.17,11.14,14,1
1075,113.38,30,25.89,59.4,14,1
1076,45.98,17,33.18,11.14,14,1
1077,85.06,31,32.78,46.97,14,2
1078,77.52,21,34.3,66.44,14,2
1082,0.67,3,23.72,49.6,14,2
1080,23.41,19,6.46,91.34,14,2
1081,77.57,27,24.18,61.23,14,2
1083,3.2,6,27.16,66.81,14,2
1085,55.11,19,22.67,94.03,14,2
1087,1.49,8,27.18,53.25,14,2
1087,1.98,5,31.69,45.37,14,2
1087,47.54,13,29.55,85.21,14,2
1089,62.13,22,33.66,64.09,14,2
1088,106.19,34,29.9,57.03,14,2
1090,104.95,35,25.47,51.38,14,2
1090,86.87,32,20.65,11.14,14,2
1092,87.13,29,26.67,67.13,14,2
1095,102.51,32,22.92,56.23,14,2
1094,91.15,27,27.83,57.32,14,2
1096,1.72,3,21.74,69.41,14,2
1098,27.33,15,56.54,64.62,14,2
1097,121.2,32,30.76,69.2,14,2
1098,79.27,35,8.12,63.01,14,2
1100,50.59,16,25.5,86.84,14,2
1099,97.46,31,29.62,49.9,14,2
1101,65.97,34,47.68,69.93,14,2
1104,2.09,2,28.76,52.46,14,2
1105,0.25,11,55.92,67.59,14,2
1105,37.75,14,28.27,41.34,14,2
1106,55.9,20,34.95,11.14,14,2
1106,3.23,2,33.89,40.59,14,2
1108,33.85,17,9.88,67.91,14,2
1107,44.94,33,9.38,93.28,14,2
1111,95.41,23,28.72,57.67,14,2
1112,60.54,23,20.11,66.01,14,2
1111,2.7,6,21.58,41.41,14,2
1113,117.4,32,26.16,56.91,14,2
1113,4.87,2,26.19,42.07,14,2
1116,67.79,29,25.94,17.62,14,2
1115,107.87,28,23.23,56.18,14,2
1117,0.25,8,33.98,43.36,14,2
1119,41.44,17,27.94,90.16,14,2
1118,68.15,22,26.48,69.91,14,2
1118,40.44,17,57.64,57.57,14,2
1119,0.68,6,26.58,66.31,14,2
1122,35.88,13,23.93,43.7,14,2
1124,3.42,7,29.29,59.68,14,2
1123,0.68,3,27.33,54.04,14,2
1123,46.55,23,9.08,53.07,14,2
1124,48.27,30,46.81,54.88,14,2
1127,92.55,24,28.19,54.7,14,2
1127,64.41,22,23.63,55.61,14,2
1127,43.24,13,21.73,45.4,14,2
1129,39.53,19,56.63,59.66,14,2
1131,2.49,6,20.23,50.24,14,2
1133,60.95,24,21.25,59.13,14,2
1132,1.8,10,31.49,46.44,14,2
1135,87.44,23,26.57,41.19,14,2
1136,90.44,26,26.26,57.53,14,2
1137,19.44,13,6.05,11.14,14,2
1135,123.58,34,29.11,62.57,14,2
1138,92.39,27,21.84,88.94,14,2
1140,82.44,21,34.31,64.34,14,3
1138,42.53,17,25.77,49.26,14,3
1140,0.66,7,6.36,61.52,14,3
1143,0.71,10,5.87,48.64,14,3
1141,66.5,24,29.22,65.83,14,3
1145,1.79,7,49.22,63.94,14,3
1143,0.64,6,30.72,52.05,14,3
1145,69.69,29,52.27,62.12,14,3
1146,2.93,11,30.5,40.15,14,3
1149,116.82,33,27.48,49.29,14,3
1148,33.2,16,27.51,15.85,14,3
1149,122.76,34,20.01,40.36,14,3
1149,51.21,16,28.11,47.9,14,3
1152,88.53,23,26.21,61.2,14,3
1153,59.87,26,5.53,48.38,14,3
1154,62.7,16,28.11,43.29,14,3
1156,57.73,28,26.06,93.74,14,3
1157,50.19,18,21.91,17.06,14,3
1156,33.56,21,55.25,55.0,14,3
1158,100.18,28,32.37,48.72,14,3
1160,60.44,24,23.41,40.25,14,3
1161,1.19,11,28.39,57.4,14,3
1162,54.67,19,24.24,52.35,14,3
1161,60.28,21,29.4,57.37,14,3
1162,0.23,11,34.13,50.09,14,3
1165,62.94,15,21.7,63.29,14,3
1165,44.43,12,33.96,48.36,14,3
1167,63.8,25,33.9,69.92,14,3
1165,27.51,18,48.77,54.64,14,3
1166,111.93,29,23.55,48.99,14,3
1170,0.44,8,26.16,45.25,14,3
1171,1.09,8,33.61,69.19,14,3
1172,0.98,5,22.65,87.29,14,3
1171,82.5,32,25.44,55.17,14,3
1173,2.15,2,28.05,94.03,14,3
1175,4.52,11,23.69,44.47,14,3
1173,107.17,31,20.38,66.62,14,3
1175,132.77120000000002,33,20.16,66.14,14,3
1175,67.73,17,29.97,67.92,14,3
1178,57.55,29,9.37,46.75,14,3
1177,0.4,8,31.21,41.6,14,3
1181,110.56,32,31.87,51.19,14,3
1182,0.18,3,31.5,41.94,14,3
1182,32.88,12,24.84,19.41,14,3
1183,1.01,2,5.9,46.81,14,3
1184,79.52,29,21.72,49.44,14,3
1183,56.41,15,27.98,59.86,14,3
1186,2.49,5,30.93,56.73,14,3
1187,46.06,30,51.82,63.37,14,3
1187,61.0,27,29.52,16.17,14,3
1188,1.91,9,30.15,43.51,14,3
1189,87.29,28,33.72,68.56,14,3
1190,62.57,20,29.49,87.27,14,3
1190,82.2,23,20.67,61.37,14,3
1194,107.8,26,24.42,48.46,14,3
1195,2.07,1,33.71,55.67,14,3
1195,2.17,6,30.05,57.25,14,3
1195,4.44,8,24.17,94.03,14,3
1197,3.24,6,30.86,64.92,14,3
1198,80.25,31,22.23,51.11,14,3
1199,26.62,12,58.3,56.21,14,4
1200,3.63,6,32.33,49.35,14,4
1199,132.77120000000002,34,34.38,61.86,14,4
1203,88.72,34,21.04,59.79,14,4
1203,78.43,22,33.07,64.21,14,4
1205,46.22,17,27.17,51.24,14,4
1204,24.19,16,6.44,16.26,14,4
1206,54.45,14,32.62,65.51,14,4
1208,93.93,32,25.55,66.06,14,4
1209,98.69,29,20.22,69.67,14,4
1208,64.66,17,22.49,45.41,14,4
1211,73.31,25,24.86,40.64,14,4
1210,4.14,7,30.58,43.74,14,4
1211,79.85,25,26.81,66.52,14,4
1212,0.47,4,45.72,57.29,14,4
1214,71.54,18,33.29,47.71,14,4
1213,1.26,5,29.71,57.32,14,4
1215,95.16,28,27.33,53.4,14,4
1216,2.63,3,22.34,57.35,14,4
1218,77.68,21,32.26,62.24,14,4
1219,48.11,15,22.8,55.55,14,4
1218,67.51,25,27.2,47.25,14,4
1219,65.86,18,27.48,43.92,14,4
1220,55.39,20,27.47,59.87,14,4
1224,50.96,18,33.14,94.03,14,4
1223,0.18,1,25.65,51.17,14,4
1226,4.55,2,26.05,57.31,14,4
1227,3.15,7,53.26,46.14,14,4
1227,53.66,25,28.5,14.67,14,4
1226,78.52,31,32.34,56.88,14,4
1229,107.12,30,33.03,54.05,14,4
1231,102.14,30,27.67,43.17,14,4
1232,55.28,19,23.65,63.22,14,4
1233,53.79,21,34.92,43.05,14,4
1231,128.43,31,26.85,69.11,14,4
1235,29.74,12,52.44,66.93,14,4
1235,25.67,15,5.88,54.21,14,4
1234,69.53,22,30.88,57.12,14,4
1238,2.16,1,33.27,58.76,14,4
1238,3.5,10,34.21,57.48,14,4
1238,1.27,11,33.52,45.73,14,4
1239,31.38,16,49.06,64.64,14,4
1242,44.64,12,22.57,41.5,14,4
1242,60.01,21,20.08,48.38,14,4
1242,64.69,22,29.6,62.16,14,4
1245,0.55,2,21.91,46.24,14,4
1245,66.13,18,30.8,51.51,14,4
1244,81.74,29,22.12,87.67,14,4
1247,1.6,10,45.21,62.29,14,4
1248,29.67,20,53.35,19.22,14,4
1249,59.82,25,30.66,16.49,14,4
1250,4.38,3,23.06,47.59,14,4
1251,25.1,14,6.51,41.37,14,4
1250,90.76,29,34.14,89.59,14,4
1254,38.8,14,24.82,41.06,14,4
1253,3.93,8,28.41,67.54,14,4
1254,82.67,20,20.78,69.48,14,4
1254,76.87,25,20.65,49.57,14,4
1257,2.59,2,32.76,43.0,14,4
1256,0.95,1,26.6,42.67,14,4
1258,32.63,15,7.65,59.54,14,5
1260,88.06,26,28.45,50.77,14,5
1261,2.36,4,27.73,88.75,14,5
1261,45.94,23,8.98,46.51,14,5
1263,0.74,6,21.01,56.35,14,5
1263,1.78,11,28.36,53.64,14,5
1266,45.94,28,51.22,90.74,14,5
1266,60.61,17,32.54,56.69,14,5
1267,54.84,16,29.45,66.7,14,5
1266,2.87,2,23.67,66.23,14,5
1268,1.91,7,21.38,51.78,14,5
1269,59.86,29,27.58,11.14,14,5
1270,4.19,11,22.77,59.39,14,5
1272,53.52,14,27.04,44.34,14,5
1274,88.57,23,29.75,62.68,14,5
1275,36.54,15,7.47,58.41,14,5
1273,52.99,21,27.81,69.75,14,5
1275,1.81,1,30.63,44.38,14,5
1277,88.3,26,27.58,50.62,14,5
1277,125.03,30,21.8,85.87,14,5
1278,132.77120000000002,35,29.74,40.36,14,5
1279,4.38,11,32.69,44.95,14,5
1281,38.53,15,21.56,59.75,14,5
1280,115.27,31,26.4,53.64,14,5
1282,54.77,30,20.09,13.16,14,5
1282,73.16,30,22.77,19.11,14,5
1283,1.78,7,22.36,88.89,14,5
1285,22.19,12,9.27,57.68,14,5
1287,82.62,31,21.88,87.3,14,5
1289,65.49,30,25.78,11.14,14,5
1288,50.67,30,52.8,53.29,14,5
1291,0.89,3,28.95,15.6,14,5
1292,4.98,11,27.02,87.23,14,5
1290,26.09,12,5.53,60.46,14,5
1291,60.66,26,20.4,17.47,14,5
1295,0.26,7,29.8,45.41,14,5
1296,77.36,29,26.76,68.77,14,5
1295,2.16,10,28.82,49.62,14,5
1297,42.82,13,20.61,64.16,14,5
1297,2.5,8,48.25,40.98,14,5
1297,32.63,12,29.61,48.01,14,5
1301,3.91,11,25.04,68.55,14,5
1302,61.39,35,7.21,55.53,14,5
1301,72.27,18,26.45,62.88,14,5
1304,51.03,22,8.6,41.79,14,5
1304,57.45,31,50.02,42.35,14,5
1305,65.98,22,26.91,41.66,14,5
1306,54.64,25,7.03,46.25,14,5
1305,0.23,5,30.95,45.58,14,5
1307,3.29,8,23.05,67.31,14,5
1308,64.71,22,33.31,57.46,14,5
1311,52.7,27,34.78,94.03,14,5
1311,66.69,20,30.7,47.65,14,5
1310,64.87,30,50.25,44.2,14,5
1312,0.79,2,22.8,13.93,14,5
1314,49.93,13,27.96,69.23,14,5
1314,53.85,13,20.02,68.53,14,5
1315,115.74,34,34.45,52.86,14,5
1317,0.18,2,34.03,89.01,14,5
1317,34.14,12,34.53,54.99,14,5
1317,65.39,23,32.46,67.59,14,6
1318,38.8,21,45.45,48.45,14,6
1322,0.58,5,33.59,58.31,14,6
1321,46.06,21,52.85,87.14,14,6
1323,4.05,7,25.71,50.36,14,6
1322,2.12,11,8.02,62.49,14,6
1325,0.18,7,30.88,17.59,14,6
1325,0.31,9,33.36,11.14,14,6
1326,98.11,26,20.71,57.52,14,6
1327,132.77120000000002,35,33.49,53.94,14,6
1328,110.53,31,26.79,58.97,14,6
1331,82.96,24,26.33,66.21,14,6
1329,63.04,21,30.2,69.62,14,6
1330,79.55,34,31.06,94.03,14,6
1331,4.45,1,22.64,92.34,14,6
1332,58.43,20,24.8,62.99,14,6
1335,38.74,13,32.72,40.17,14,6
1336,23.43,15,53.94,60.81,14,6
1336,73.94,28,20.88,64.17,14,6
1339,50.24,20,54.59,49.96,14,6
1338,51.64,22,56.83,69.4,14,6
1338,58.03,20,34.06,65.08,14,6
1339,0.82,4,25.97,58.16,14,6
1341,58.93,28,20.78,92.54,14,6
1341,64.95,24,33.26,52.54,14,6
1343,4.09,4,24.76,69.82,14,6
1343,70.67,17,20.66,67.11,14,6
1345,0.21,4,24.19,44.88,14,6
1347,0.65,7,33.91,69.19,14,6
1346,0.53,7,24.86,69.54,14,6
1348,2.1,2,32.48,69.72,14,6
1350,28.08,13,24.29,16.67,14,6
1350,4.44,8,7.45,61.97,14,6
1352,100.34,27,27.13,58.49,14,6
1353,0.4,2,30.86,42.01,14,6
1355,100.16,25,21.27,43.53,14,6
1354,3.91,10,30.07,63.81,14,6
1355,100.11,24,20.72,62.33,14,6
1357,63.17,29,45.57,68.95,14,6
1356,81.28,26,28.1,88.86,14,6
1358,60.8,23,21.7,44.31,14,6
1358,38.55,15,27.76,52.91,14,6
1361,59.57,16,20.6,68.56,14,6
1362,35.83,14,20.26,63.78,14,6
1361,45.44,26,9.76,57.41,14,6
1365,2.98,1,33.87,50.73,14,6
1365,0.73,3,30.01,58.56,14,6
1366,60.44,22,33.46,57.8,14,6
1367,58.97,16,32.76,61.01,14,6
1366,43.88,20,27.86,91.34,14,6
1367,51.84,19,26.51,65.94,14,6
1371,87.23,28,27.91,86.5,14,6
1371,49.14,18,20.55,60.53,14,6
