pressure,temperature_C,humidity_percent,voltage_mV
26,23.45,63.61,106.01
5,24.4,49.09,0.97
31,30.8,40.95,91.41
23,6.93,46.86,51.76
31,27.37,58.74,100.97
22,20.14,57.46,56.89
4,23.0,45.2,1.6
13,20.92,57.71,45.63
17,7.94,49.57,37.25
9,26.54,59.2,4.72
26,22.61,48.36,87.16
31,22.36,58.95,119.25
7,34.62,53.49,4.94
20,49.71,50.48,36.27
7,55.37,47.53,2.98
35,48.21,63.38,80.76
24,23.61,88.22,88.71
15,57.09,43.86,28.48
30,6.56,69.57,73.03
25,8.34,40.87,57.42
13,26.31,52.43,50.99
6,52.4,54.66,3.38
18,31.55,47.19,46.67
3,26.73,50.85,1.76
17,20.05,54.31,49.98
28,32.92,47.69,97.83
23,8.06,40.95,42.79
16,9.58,15.99,19.13
24,24.07,44.71,73.18
11,30.13,65.95,4.55
18,22.08,57.42,63.94
22,26.2,44.39,68.52
24,8.66,48.26,49.2
6,23.94,66.2,0.47
10,27.5,56.27,3.14
12,26.37,85.23,33.61
13,9.1,43.82,22.95
16,24.38,50.91,46.67
32,23.22,47.04,123.97
13,22.67,47.99,39.96
31,34.28,91.3,56.75
13,26.33,60.49,35.62
22,5.53,43.9,40.59
6,26.5,69.71,4.51
15,28.58,14.88,44.03
30,22.13,43.06,87.55
7,34.11,61.24,4.93
28,30.01,88.69,87.51
30,7.12,44.91,55.3
24,9.67,60.94,57.56
28,24.5,43.05,90.13
3,21.83,53.18,0.8
27,34.39,52.93,78.58
1,31.56,47.71,4.25
9,27.98,63.39,4.36
15,25.64,87.99,53.73
3,20.02,44.51,2.35
21,47.72,40.68,50.25
33,33.9,68.62,104.2
14,28.0,52.8,58.06
26,26.56,65.94,67.9
22,22.21,43.78,67.54
15,20.64,43.71,55.23
34,32.12,16.8,95.23
6,22.72,51.42,2.93
33,32.44,59.83,102.81
5,21.74,42.76,3.81
28,53.47,66.58,45.25
7,21.49,16.95,2.28
18,33.83,60.48,51.95
10,27.39,64.11,3.71
34,22.35,57.39,92.22
24,21.38,51.21,90.33
22,30.88,66.58,83.79
28,50.87,90.02,32.27
5,27.78,63.86,0.95
30,22.98,67.04,101.78
25,23.98,66.12,77.86
14,27.93,46.08,56.91
27,26.23,66.79,102.09
18,21.35,65.59,56.62
10,22.1,64.04,0.71
31,5.77,43.96,66.79
7,34.44,92.17,2.02
3,8.17,11.14,1.03
30,25.89,59.4,113.38
17,33.18,11.14,45.98
31,32.78,46.97,85.06
21,34.3,66.44,77.52
3,23.72,49.6,0.67
19,6.46,91.34,23.41
27,24.18,61.23,77.57
6,27.16,66.81,3.2
19,22.67,94.03,55.11
8,27.18,53.25,1.49
5,31.69,45.37,1.98
13,29.55,85.21,47.54
22,33.66,64.09,62.13
34,29.9,57.03,106.19
35,25.47,51.38,104.95
32,20.65,11.14,86.87
29,26.67,67.13,87.13
32,22.92,56.23,102.51
27,27.83,57.32,91.15
3,21.74,69.41,1.72
15,56.54,64.62,27.33
32,30.76,69.2,121.2
35,8.12,63.01,79.27
16,25.5,86.84,50.59
31,29.62,49.9,97.46
34,47.68,69.93,65.97
2,28.76,52.46,2.09
11,55.92,67.59,0.25
14,28.27,41.34,37.75
20,34.95,11.14,55.9
2,33.89,40.59,3.23
17,9.88,67.91,33.85
33,9.38,93.28,44.94
23,28.72,57.67,95.41
23,20.11,66.01,60.54
6,21.58,41.41,2.7
32,26.16,56.91,117.4
2,26.19,42.07,4.87
29,25.94,17.62,67.79
28,23.23,56.18,107.87
8,33.98,43.36,0.25
17,27.94,90.16,41.44
22,26.48,69.91,68.15
17,57.64,57.57,40.44
6,26.58,66.31,0.68
13,23.93,43.7,35.88
7,29.29,59.68,3.42
3,27.33,54.04,0.68
23,9.08,53.07,46.55
30,46.81,54.88,48.27
24,28.19,54.7,92.55
22,23.63,55.61,64.41
13,21.73,45.4,43.24
19,56.63,59.66,39.53
6,20.23,50.24,2.49
24,21.25,59.13,60.95
10,31.49,46.44,1.8
23,26.57,41.19,87.44
26,26.26,57.53,90.44
13,6.05,11.14,19.44
34,29.11,62.57,123.58
27,21.84,88.94,92.39
21,34.31,64.34,82.44
17,25.77,49.26,42.53
7,6.36,61.52,0.66
10,5.87,48.64,0.71
24,29.22,65.83,66.5
7,49.22,63.94,1.79
6,30.72,52.05,0.64
29,52.27,62.12,69.69
11,30.5,40.15,2.93
33,27.48,49.29,116.82
16,27.51,15.85,33.2
34,20.01,40.36,122.76
16,28.11,47.9,51.21
23,26.21,61.2,88.53
26,5.53,48.38,59.87
16,28.11,43.29,62.7
28,26.06,93.74,57.73
18,21.91,17.06,50.19
21,55.25,55.0,33.56
28,32.37,48.72,100.18
24,23.41,40.25,60.44
11,28.39,57.4,1.19
19,24.24,52.35,54.67
21,29.4,57.37,60.28
11,34.13,50.09,0.23
15,21.7,63.29,62.94
12,33.96,48.36,44.43
25,33.9,69.92,63.8
18,48.77,54.64,27.51
29,23.55,48.99,111.93
8,26.16,45.25,0.44
8,33.61,69.19,1.09
5,22.65,87.29,0.98
32,25.44,55.17,82.5
2,28.05,94.03,2.15
11,23.69,44.47,4.52
31,20.38,66.62,107.17
33,20.16,66.14,132.77120000000002
17,29.97,67.92,67.73
29,9.37,46.75,57.55
8,31.21,41.6,0.4
32,31.87,51.19,110.56
3,31.5,41.94,0.18
12,24.84,19.41,32.88
2,5.9,46.81,1.01
29,21.72,49.44,79.52
15,27.98,59.86,56.41
5,30.93,56.73,2.49
30,51.82,63.37,46.06
27,29.52,16.17,61.0
9,30.15,43.51,1.91
28,33.72,68.56,87.29
20,29.49,87.27,62.57
23,20.67,61.37,82.2
26,24.42,48.46,107.8
1,33.71,55.67,2.07
6,30.05,57.25,2.17
8,24.17,94.03,4.44
6,30.86,64.92,3.24
31,22.23,51.11,80.25
12,58.3,56.21,26.62
6,32.33,49.35,3.63
34,34.38,61.86,132.77120000000002
34,21.04,59.79,88.72
22,33.07,64.21,78.43
17,27.17,51.24,46.22
16,6.44,16.26,24.19
14,32.62,65.51,54.45
32,25.55,66.06,93.93
29,20.22,69.67,98.69
17,22.49,45.41,64.66
25,24.86,40.64,73.31
7,30.58,43.74,4.14
25,26.81,66.52,79.85
4,45.72,57.29,0.47
18,33.29,47.71,71.54
5,29.71,57.32,1.26
28,27.33,53.4,95.16
3,22.34,57.35,2.63
21,32.26,62.24,77.68
15,22.8,55.55,48.11
25,27.2,47.25,67.51
18,27.48,43.92,65.86
20,27.47,59.87,55.39
18,33.14,94.03,50.96
1,25.65,51.17,0.18
2,26.05,57.31,4.55
7,53.26,46.14,3.15
25,28.5,14.67,53.66
31,32.34,56.88,78.52
30,33.03,54.05,107.12
30,27.67,43.17,102.14
19,23.65,63.22,55.28
21,34.92,43.05,53.79
31,26.85,69.11,128.43
12,52.44,66.93,29.74
15,5.88,54.21,25.67
22,30.88,57.12,69.53
1,33.27,58.76,2.16
10,34.21,57.48,3.5
11,33.52,45.73,1.27
16,49.06,64.64,31.38
12,22.57,41.5,44.64
21,20.08,48.38,60.01
22,29.6,62.16,64.69
2,21.91,46.24,0.55
18,30.8,51.51,66.13
29,22.12,87.67,81.74
10,45.21,62.29,1.6
20,53.35,19.22,29.67
25,30.66,16.49,59.82
3,23.06,47.59,4.38
14,6.51,41.37,25.1
29,34.14,89.59,90.76
14,24.82,41.06,38.8
8,28.41,67.54,3.93
20,20.78,69.48,82.67
25,20.65,49.57,76.87
2,32.76,43.0,2.59
1,26.6,42.67,0.95
15,7.65,59.54,32.63
26,28.45,50.77,88.06
4,27.73,88.75,2.36
23,8.98,46.51,45.94
6,21.01,56.35,0.74
11,28.36,53.64,1.78
28,51.22,90.74,45.94
17,32.54,56.69,60.61
16,29.45,66.7,54.84
2,23.67,66.23,2.87
7,21.38,51.78,1.91
29,27.58,11.14,59.86
11,22.77,59.39,4.19
14,27.04,44.34,53.52
23,29.75,62.68,88.57
15,7.47,58.41,36.54
21,27.81,69.75,52.99
1,30.63,44.38,1.81
26,27.58,50.62,88.3
30,21.8,85.87,125.03
35,29.74,40.36,132.77120000000002
11,32.69,44.95,4.38
15,21.56,59.75,38.53
31,26.4,53.64,115.27
30,20.09,13.16,54.77
30,22.77,19.11,73.16
7,22.36,88.89,1.78
12,9.27,57.68,22.19
31,21.88,87.3,82.62
30,25.78,11.14,65.49
30,52.8,53.29,50.67
3,28.95,15.6,0.89
11,27.02,87.23,4.98
12,5.53,60.46,26.09
26,20.4,17.47,60.66
7,29.8,45.41,0.26
29,26.76,68.77,77.36
10,28.82,49.62,2.16
13,20.61,64.16,42.82
8,48.25,40.98,2.5
12,29.61,48.01,32.63
11,25.04,68.55,3.91
35,7.21,55.53,61.39
18,26.45,62.88,72.27
22,8.6,41.79,51.03
31,50.02,42.35,57.45
22,26.91,41.66,65.98
25,7.03,46.25,54.64
5,30.95,45.58,0.23
8,23.05,67.31,3.29
22,33.31,57.46,64.71
27,34.78,94.03,52.7
20,30.7,47.65,66.69
30,50.25,44.2,64.87
2,22.8,13.93,0.79
13,27.96,69.23,49.93
13,20.02,68.53,53.85
34,34.45,52.86,115.74
2,34.03,89.01,0.18
12,34.53,54.99,34.14
23,32.46,67.59,65.39
21,45.45,48.45,38.8
5,33.59,58.31,0.58
21,52.85,87.14,46.06
7,25.71,50.36,4.05
11,8.02,62.49,2.12
7,30.88,17.59,0.18
9,33.36,11.14,0.31
26,20.71,57.52,98.11
35,33.49,53.94,132.77120000000002
31,26.79,58.97,110.53
24,26.33,66.21,82.96
21,30.2,69.62,63.04
34,31.06,94.03,79.55
1,22.64,92.34,4.45
20,24.8,62.99,58.43
13,32.72,40.17,38.74
15,53.94,60.81,23.43
28,20.88,64.17,73.94
20,54.59,49.96,50.24
22,56.83,69.4,51.64
20,34.06,65.08,58.03
4,25.97,58.16,0.82
28,20.78,92.54,58.93
24,33.26,52.54,64.95
4,24.76,69.82,4.09
17,20.66,67.11,70.67
4,24.19,44.88,0.21
7,33.91,69.19,0.65
7,24.86,69.54,0.53
2,32.48,69.72,2.1
13,24.29,16.67,28.08
8,7.45,61.97,4.44
27,27.13,58.49,100.34
2,30.86,42.01,0.4
25,21.27,43.53,100.16
10,30.07,63.81,3.91
24,20.72,62.33,100.11
29,45.57,68.95,63.17
26,28.1,88.86,81.28
23,21.7,44.31,60.8
15,27.76,52.91,38.55
16,20.6,68.56,59.57
14,20.26,63.78,35.83
26,9.76,57.41,45.44
1,33.87,50.73,2.98
3,30.01,58.56,0.73
22,33.46,57.8,60.44
16,32.76,61.01,58.97
20,27.86,91.34,43.88
19,26.51,65.94,51.84
28,27.91,86.5,87.23
18,20.55,60.53,49.14
18,32.11,51.89,53.29
6,24.23,88.96,1.07
23,22.71,54.75,77.32
30,21.49,86.56,108.52
15,32.25,57.5,40.87
1,26.18,56.2,2.42
17,25.24,60.19,64.71
7,30.27,61.91,1.16
23,52.31,63.19,53.44
21,34.02,43.88,84.37
20,21.0,45.04,69.38
16,25.39,18.62,45.34
27,27.06,63.39,89.51
14,32.37,45.92,51.55
33,21.66,57.15,130.37
5,5.53,59.49,0.72
19,34.11,63.83,66.97
33,5.72,66.02,53.84
18,6.21,54.13,42.39
23,26.57,54.75,70.92
20,33.47,51.97,70.7
30,24.51,69.01,105.23
14,21.36,67.99,42.79
12,31.63,60.12,49.83
20,6.44,61.51,39.53
20,20.67,60.67,62.79
35,24.06,63.44,127.67
7,29.8,58.63,4.91
18,30.93,89.29,63.46
4,26.09,69.0,2.66
24,27.91,57.85,70.64
4,28.06,57.71,3.77
14,26.13,16.49,28.29
33,22.15,47.53,98.2
19,26.89,92.22,38.27
15,45.58,19.76,25.98
1,29.27,17.71,3.33
15,34.92,56.37,53.51
33,21.66,43.67,91.29
22,21.36,50.61,91.91
26,34.04,45.81,99.95
27,32.24,46.9,89.62
23,22.52,88.36,82.58
22,5.53,55.53,52.21
14,32.35,47.29,41.62
17,54.23,48.9,34.95
27,28.72,44.64,83.68
12,32.83,56.13,39.51
3,24.23,66.46,3.64
35,20.17,53.53,132.77120000000002
26,26.92,50.29,73.63
1,25.33,50.07,2.34
24,46.94,67.54,44.54
18,26.58,49.57,70.82
30,21.53,62.44,116.03
14,26.22,51.44,45.14
18,20.81,55.01,67.66
22,28.07,41.39,78.79
15,33.62,52.38,54.11
11,22.89,86.53,0.23
10,31.07,49.19,4.64
8,21.84,61.41,0.87
14,30.38,40.44,58.53
32,30.83,13.65,58.66
20,26.62,88.42,57.02
1,29.67,18.92,0.57
35,29.27,11.38,68.46
5,5.53,64.3,0.78
8,22.25,67.58,4.73
27,24.92,50.29,83.31
13,25.9,60.95,54.1
17,31.05,54.88,47.72
14,46.21,44.02,24.01
11,24.42,68.36,1.91
33,32.48,86.71,117.04
19,9.85,42.33,35.87
32,22.73,57.48,120.0
35,24.76,11.5,64.97
16,27.6,86.62,41.11
14,20.32,65.93,55.14
14,21.52,52.43,36.23
8,20.92,46.71,1.77
8,5.96,47.48,4.58
6,31.01,50.88,4.24
2,27.57,59.87,0.63
13,58.45560000000002,61.82,32.57
22,27.25,60.79,61.89
1,31.29,58.14,0.18
29,29.31,61.35,85.69
21,23.98,60.45,65.84
15,23.18,60.73,50.05
32,27.31,67.55,83.41
7,22.14,49.39,2.36
35,25.69,53.86,131.21
12,23.77,45.54,36.63
7,20.53,50.6,3.58
20,27.38,48.18,59.39
20,58.45560000000002,94.03,21.76
24,27.71,44.45,90.54
1,33.4,64.03,2.07
3,34.22,69.63,0.98
20,32.49,85.71,83.39
32,30.37,60.12,99.77
30,24.0,54.86,96.4
3,21.53,85.76,2.55
32,22.44,50.38,132.77120000000002
27,29.77,86.59,96.56
33,27.14,17.74,84.94
23,33.05,51.19,79.92
20,24.24,60.02,69.92
23,54.16,57.24,55.37
26,24.56,86.4,93.52
35,52.17,50.27,80.8
20,25.45,58.89,83.21
18,7.62,53.49,39.05
22,25.61,65.94,73.48
20,34.42,67.69,50.48
20,23.27,12.13,46.28
22,26.35,58.88,72.92
8,6.28,55.99,1.59
29,22.87,56.32,110.28
15,50.36,59.13,36.77
26,21.79,60.62,83.22
22,23.87,88.44,91.96
1,28.52,90.34,4.62
27,23.08,59.04,108.98
26,25.76,52.57,86.69
18,28.34,65.74,52.11
32,30.58,64.42,85.02
30,25.8,69.28,117.81
15,34.57,55.53,56.56
11,34.75,66.57,4.74
15,23.7,44.55,53.12
4,32.53,59.82,3.56
23,30.86,15.37,59.44
24,24.02,41.68,63.71
16,21.08,42.53,42.48
17,7.78,53.25,36.34
20,29.85,65.22,65.75
18,9.1,55.03,37.89
16,25.09,66.6,40.91
11,27.79,50.25,1.17
27,20.13,47.16,73.33
24,21.73,15.85,51.03
21,7.56,49.93,46.2
6,21.41,66.5,3.58
34,26.01,52.97,86.02
34,9.18,46.02,57.63
2,28.82,50.67,3.41
5,23.33,13.41,1.61
11,7.79,51.41,1.61
2,28.65,94.03,0.96
4,24.94,52.41,0.72
23,24.9,41.81,83.62
11,24.27,88.68,2.5
2,30.06,55.34,1.4
9,55.23,63.81,0.62
15,30.74,42.39,60.46
9,24.16,52.44,4.8
15,53.33,45.49,36.56
5,29.91,52.38,0.4
6,32.7,52.51,2.42
32,23.78,11.7,57.7
7,26.11,41.02,3.94
4,28.96,50.21,1.76
22,29.92,61.39,60.66
25,20.72,63.82,78.34
34,29.72,93.4,81.48
9,22.41,62.63,4.1
25,32.08,18.77,58.25
12,21.72,68.8,32.22
2,23.35,58.73,0.26
14,32.16,44.59,55.32
1,31.25,54.42,3.86
27,27.47,68.83,106.08
30,31.53,43.32,105.35
6,26.15,68.54,4.14
3,31.36,52.18,1.38
11,24.29,15.48,0.27
19,22.73,88.78,52.24
22,8.1,63.82,50.66
11,7.82,56.23,3.22
20,22.3,16.18,57.42
24,27.8,44.57,93.45
10,32.31,54.45,2.13
13,26.03,60.64,35.11
4,25.91,56.18,1.04
18,23.77,48.52,67.25
4,5.53,57.82,2.06
30,31.86,48.15,117.87
3,51.72,61.18,0.18
23,27.14,19.08,46.61
25,26.36,94.0,64.31
11,8.98,19.42,4.54
18,57.61,53.91,36.56
29,25.6,59.43,111.1
25,30.07,51.93,96.28
24,53.53,62.08,57.93
28,33.4,68.51,111.57
21,33.4,67.77,65.56
30,32.19,85.35,123.3
7,29.52,57.27,4.95
35,24.87,55.67,122.04
11,9.36,57.53,0.93
31,22.96,52.06,95.27
16,27.41,48.85,45.56
16,5.82,68.56,32.65
15,25.6,40.96,56.7
28,24.46,68.65,82.76
35,7.39,55.5,62.96
21,21.35,45.87,76.87
16,22.6,93.53,39.67
33,32.77,46.31,108.99
14,27.19,59.87,37.35
25,52.89,50.31,61.85
13,22.06,69.81,46.1
2,32.55,92.92,2.14
11,20.54,16.01,0.86
30,33.63,42.17,125.05
17,31.79,64.9,62.64
3,34.17,69.14,0.68
34,50.42,41.27,74.91
13,23.98,68.02,35.67
6,34.88,88.65,2.27
18,7.0,45.06,30.12
16,29.76,49.37,61.84
28,33.27,54.39,108.38
13,22.76,51.82,44.07
18,31.8,69.24,59.69
12,23.41,19.62,25.63
16,34.18,46.2,46.68
23,23.17,53.56,82.42
31,23.02,66.6,83.9
24,52.14,55.5,59.63
1,32.97,60.52,4.81
11,21.34,17.53,0.93
9,26.74,45.32,0.18
23,23.82,93.37,57.06
9,34.55,91.98,1.46
26,27.19,11.14,59.27
10,22.36,91.4,0.96
16,24.94,62.99,54.04
32,30.8,87.0,99.57
3,23.88,47.11,2.81
11,6.47,51.8,2.33
26,8.57,65.39,49.32
19,23.54,45.02,70.66
1,9.1,86.18,2.46
15,23.55,57.41,61.27
21,22.01,57.65,84.74
13,33.91,56.1,44.25
28,26.56,66.0,74.77
19,23.29,48.42,64.06
14,6.88,40.25,25.54
17,24.34,17.68,38.51
12,25.44,11.74,24.55
28,27.75,62.63,74.58
35,22.22,17.08,72.14
9,21.05,88.69,4.92
28,24.21,45.97,90.92
9,31.16,63.66,2.9
13,46.7,12.78,19.97
32,33.45,46.24,124.68
30,33.76,94.03,85.85
1,27.27,54.59,2.51
3,27.81,43.77,3.61
28,23.26,63.83,105.83
18,22.24,86.84,73.85
10,20.51,65.92,0.54
17,45.2,47.86,37.05
24,33.5,47.3,80.77
1,26.98,11.62,1.25
35,5.65,51.28,80.89
21,23.81,59.51,56.65
33,7.86,53.16,56.03
14,6.61,18.62,22.68
26,30.05,64.17,85.92
7,30.11,46.78,4.91
17,53.45,56.87,37.05
13,24.14,66.07,49.97
24,54.02,58.71,44.36
31,28.41,87.48,128.6
30,55.41,59.82,73.36
35,21.04,52.8,132.77120000000002
6,28.94,11.14,3.49
16,29.19,40.94,64.94
9,21.31,64.49,0.18
16,6.42,57.06,30.92
13,23.41,59.54,40.12
22,33.85,65.97,82.56
34,21.49,42.33,129.23
9,32.34,87.44,0.18
21,52.16,68.41,36.76
18,23.34,46.03,50.42
34,31.03,42.92,103.76
3,7.85,56.58,1.02
15,45.67,64.49,26.65
8,34.54,45.31,3.86
21,31.89,69.17,77.1
28,6.74,19.75,36.09
25,25.64,18.53,45.02
15,26.62,64.51,40.56
10,50.01,61.18,1.53
13,32.3,46.75,33.19
2,9.4,43.37,4.18
3,22.5,57.03,2.73
12,22.67,56.45,41.02
26,30.72,53.64,75.13
15,30.73,62.16,49.12
3,21.68,68.85,1.59
15,23.22,68.08,45.06
32,23.87,56.01,112.8
1,30.45,87.15,0.21
24,26.79,14.84,56.84
23,29.68,49.85,62.33
7,29.66,54.62,1.65
15,21.35,11.16,42.99
27,26.71,87.96,104.46
11,9.23,88.44,2.41
35,21.63,17.29,66.58
2,33.57,89.85,3.04
9,33.97,55.92,1.25
25,31.66,69.16,91.76
15,29.38,69.09,55.18
35,28.54,49.58,132.77120000000002
26,49.08,55.71,45.63
28,33.55,66.17,97.95
33,54.34,55.26,71.7
1,28.39,13.98,4.96
3,26.46,55.18,0.24
28,27.25,45.92,84.07
13,29.0,57.58,33.76
4,53.38,43.07,0.21
1,6.88,68.84,0.47
22,45.58,57.77,49.5
21,24.44,60.1,73.92
13,20.17,47.93,46.08
20,21.7,58.12,61.37
10,20.82,66.34,2.56
16,29.41,12.07,41.15
25,28.59,58.41,64.18
15,20.82,55.76,41.79
28,23.15,51.85,83.7
14,26.68,66.27,47.55
3,34.92,50.84,2.65
6,30.85,66.51,4.43
32,25.11,63.71,130.7
24,21.13,62.69,79.51
30,5.78,40.39,67.76
33,33.85,49.74,95.85
10,33.12,65.84,2.37
34,56.81,54.76,57.63
6,31.76,86.73,0.18
6,22.04,68.53,1.18
34,8.44,49.14,81.77
33,6.97,63.42,67.0
20,27.41,85.17,80.15
21,54.3,41.48,42.48
21,25.72,42.38,53.49
24,24.63,50.72,80.28
35,25.39,93.0,64.54
22,23.62,15.95,48.43
35,30.2,67.02,103.81
15,29.34,61.96,53.67
6,23.5,46.74,3.1
23,46.46,11.4,24.97
19,30.49,61.46,51.35
23,48.65,63.09,45.53
1,24.94,12.13,1.0
22,46.56,68.85,36.2
9,30.74,89.28,0.92
1,45.45,67.83,4.97
19,23.49,67.61,55.88
34,7.01,17.32,40.71
6,29.15,67.59,2.66
32,25.02,15.13,66.7
14,24.02,49.53,56.51
34,33.23,52.46,108.16
11,30.7,46.37,1.4
12,34.53,16.36,26.84
5,23.8,63.32,3.91
32,52.02,64.25,52.24
4,34.33,53.73,1.83
17,27.13,69.31,44.61
23,20.54,61.87,88.36
9,23.24,55.16,1.38
13,23.96,58.25,46.19
12,33.27,66.42,31.5
28,33.39,13.72,80.65
31,31.14,69.71,115.95
9,27.12,69.37,2.8
9,21.44,67.48,1.86
20,34.13,59.32,59.67
17,30.39,43.58,58.85
20,21.14,52.1,65.56
3,24.43,52.79,0.29
10,50.15,43.51,2.47
15,28.42,41.14,58.95
13,22.07,67.81,49.12
13,47.6,55.11,29.62
34,7.26,62.28,70.28
17,32.94,51.38,57.3
33,27.38,45.25,87.77
28,31.68,48.37,88.11
16,24.37,53.3,61.02
35,21.02,56.02,132.77120000000002
30,49.98,47.5,68.44
20,24.38,66.99,78.31
13,46.56,58.56,23.42
29,22.88,60.94,82.44
6,49.84,63.73,2.63
12,26.26,63.67,34.64
7,25.95,11.14,1.17
23,58.45560000000002,54.74,42.88
8,32.23,61.29,1.75
12,33.95,54.28,38.89
28,56.85,69.31,49.11
16,55.55,53.03,30.99
1,32.41,40.56,0.18
16,25.91,58.4,59.86
27,33.28,46.05,90.51
32,20.92,13.18,75.93
16,23.18,63.94,56.75
20,27.65,60.54,60.57
4,27.29,19.31,2.47
21,23.7,67.6,55.0
13,26.77,45.56,47.64
15,21.93,63.72,47.88
23,24.1,86.4,73.99
27,33.58,49.54,104.29
30,54.62,48.24,71.73
6,54.59,40.89,1.36
12,26.32,93.89,26.55
17,33.3,85.22,62.07
34,28.37,68.12,132.77120000000002
30,34.49,59.06,89.81
8,22.1,12.85,3.19
5,27.56,64.09,1.77
4,27.5,58.83,3.35
12,25.43,49.4,38.32
32,23.43,41.24,129.32
7,50.42,53.98,2.21
9,33.48,94.03,1.41
11,9.12,19.3,0.79
22,31.2,87.29,75.66
8,28.16,59.0,1.48
34,24.41,47.7,91.49
35,34.13,64.12,107.69
6,22.94,55.25,1.18
14,27.31,85.08,37.58
13,46.16,61.62,21.91
34,32.57,59.27,117.34
17,33.96,63.6,43.37
16,31.41,65.7,63.31
6,23.22,63.5,0.67
10,21.03,52.82,2.09
10,9.36,50.6,4.19
3,21.42,93.65,1.59
4,29.67,63.39,0.77
22,24.71,53.28,77.22
6,22.18,43.21,4.11
35,24.09,63.83,115.74
34,31.01,44.3,86.12
31,24.32,51.61,127.03
4,22.24,49.04,0.73
23,22.31,49.86,66.28
26,7.16,47.89,60.13
27,26.81,12.08,60.73
14,57.87,43.19,32.83
18,5.53,47.03,35.98
17,29.88,47.11,49.0
20,28.07,65.35,52.78
24,22.58,45.76,78.66
15,23.97,41.54,59.58
22,26.47,45.52,75.35
3,21.01,59.92,0.95
14,5.74,15.0,22.61
30,26.6,58.35,106.57
16,30.07,61.71,45.64
28,25.27,54.18,105.45
4,32.55,57.92,2.19
17,48.97,68.72,40.12
7,53.17,42.01,2.35
33,33.76,67.6,99.01
32,25.99,51.36,108.0
11,5.53,46.27,2.59
9,28.82,59.25,0.8
28,7.93,61.95,58.86
16,33.08,91.92,31.26
35,22.47,87.04,107.59
29,23.98,91.7,79.78
32,34.09,60.25,85.55
5,20.49,41.03,4.13
7,26.02,63.93,4.13
4,28.38,44.62,3.41
21,24.78,69.96,71.45
10,9.8,48.04,1.94
29,27.32,63.87,103.43
8,30.17,57.12,0.2
31,24.2,67.04,123.41
35,34.59,62.55,108.94
32,21.58,69.53,124.67
29,32.48,50.55,117.04
19,58.45560000000002,40.27,38.39
8,45.83,88.85,1.36
1,24.94,56.58,2.0
18,21.28,57.53,68.79
21,21.85,62.32,77.25
32,28.82,62.03,125.33
14,21.47,66.9,53.74
20,29.43,17.28,47.24
2,50.33,50.0,1.34
11,34.53,54.67,3.33
26,33.62,61.85,74.86
10,8.34,92.34,1.66
17,25.92,50.0,51.79
24,31.03,16.76,43.63
13,30.82,46.37,33.89
30,24.31,55.85,81.24
34,22.63,61.31,121.24
19,20.09,50.43,58.23
30,24.29,46.91,124.87
16,26.12,68.42,46.55
5,24.76,50.12,2.4
31,21.0,92.06,90.18
12,32.42,40.25,31.87
27,34.34,43.86,82.57
34,23.93,53.04,109.32
24,34.41,48.94,91.85
35,31.1,54.56,100.89
9,21.98,49.48,4.39
9,31.43,59.31,0.18
13,20.06,40.25,51.43
16,48.49,40.74,33.85
17,29.25,47.94,70.2
14,5.53,64.06,23.59
1,22.59,62.42,4.64
19,27.1,55.89,76.79
28,29.72,47.64,115.75
25,22.25,41.34,67.31
9,30.24,16.92,0.56
14,8.2,43.7,31.72
15,24.03,54.72,47.35
10,21.95,40.03,3.24
2,29.78,59.15,3.11
22,21.66,69.76,63.91
13,9.52,62.33,24.02
15,34.76,40.28,62.33
9,30.62,40.15,4.07
15,27.38,47.91,44.17
10,31.73,58.42,5.0
19,27.52,47.89,57.52
35,26.46,18.38,80.3
27,22.73,85.23,105.24
19,24.44,51.93,56.44
10,25.4,69.33,0.43
10,54.28,44.82,3.41
10,52.84,92.63,3.35
2,22.54,59.51,3.32
5,31.46,13.49,1.75
27,55.18,86.86,51.59
21,30.8,54.55,73.11
26,50.88,62.56,54.21
2,26.7,68.16,0.18
22,31.87,52.62,80.67
8,7.01,64.22,3.47
29,33.81,59.64,114.39
29,28.97,48.87,72.7
32,28.67,87.42,103.35
35,24.46,65.85,94.89
20,27.85,50.87,83.01
5,22.41,45.46,3.05
4,22.5,43.79,1.03
13,28.22,56.29,44.17
21,20.94,54.63,77.81
6,22.83,48.65,4.24
6,20.97,55.35,0.69
17,6.99,51.95,29.78
6,27.3,68.46,0.62
10,34.02,61.98,4.0
21,33.6,45.77,61.09
32,25.0,51.82,102.33
35,33.13,13.62,96.98
10,21.41,85.05,2.9
1,28.33,56.45,0.83
23,26.75,54.26,90.2
24,20.81,50.64,90.8
13,56.2,41.28,21.14
5,30.83,63.64,3.25
24,23.15,49.73,73.02
19,23.51,66.73,66.32
14,27.71,44.32,52.72
3,24.55,63.77,1.37
5,31.72,47.98,3.5
23,34.23,54.59,70.59
20,24.54,59.41,64.5
25,22.95,54.05,92.39
21,29.2,45.93,83.56
16,30.44,67.31,43.33
14,8.23,40.37,24.79
10,26.18,41.87,4.07
21,5.53,47.38,45.27
28,51.07,13.0,40.83
16,30.04,66.79,56.68
26,27.24,69.17,82.36
2,27.49,52.56,2.45
34,8.77,46.88,64.29
13,23.71,89.92,51.21
33,20.19,56.29,84.12
32,6.07,45.2,50.49
9,26.08,56.09,4.3
27,27.33,58.82,96.71
17,29.91,87.1,47.95
25,32.38,44.14,90.55
