pressure,temperature_C,humidity_percent
19.0,24.27,49.63
34.0,29.62,41.71
34.0,33.35,69.13
32.0,21.4,13.44
18.0,30.41,56.6
34.0,5.53,19.86
32.0,51.17,45.57
23.0,29.18,63.58
25.0,25.66,61.51
29.0,30.14,56.43
5.0,24.73,61.46
13.0,47.94,94.03
21.0,35.0,43.18
5.0,9.39,40.05
2.0,28.38,46.51
7.0,20.72,15.57
11.0,24.9,51.34
1.0,21.49,53.58
1.0,21.23,62.57
17.0,34.89,48.07
30.0,8.42,15.5
19.0,27.37,12.64
12.0,27.49,48.6
23.0,9.7,49.74
8.0,34.44,18.94
6.0,7.21,43.5
26.0,31.92,44.93
1.0,21.35,45.89
27.0,29.82,18.55
33.0,29.65,66.07
4.0,23.33,57.48
11.0,33.24,16.15
25.0,33.27,47.8
14.0,5.77,68.78
1.0,28.21,50.31
29.0,29.82,68.4
27.0,23.05,42.15
20.0,8.01,43.58
24.0,51.26,49.08
31.0,27.77,57.42
6.0,9.56,41.22
32.0,28.62,46.11
17.0,22.32,69.19
20.0,27.71,69.88
27.0,34.61,64.52
12.0,22.4,43.92
19.0,32.33,86.91
33.0,27.12,65.9
35.0,29.77,44.64
2.0,24.76,47.72
27.0,8.43,13.28
25.0,6.62,56.54
6.0,7.36,19.68
26.0,28.83,50.42
10.0,24.94,51.3
8.0,30.06,15.78
25.0,24.65,60.76
18.0,33.62,55.94
30.0,47.51,65.48
28.0,28.87,55.96
12.0,31.04,14.23
10.0,57.82,40.44
22.0,20.94,43.65
20.0,5.61,45.63
18.0,26.23,67.46
3.0,53.46,40.82
31.0,32.49,87.51
28.0,30.92,40.9
19.0,26.79,90.7
13.0,27.93,50.11
11.0,50.06,67.89
6.0,31.71,46.61
8.0,24.34,64.16
29.0,45.85,52.33
11.0,23.45,85.02
30.0,21.47,67.28
20.0,7.01,57.41
3.0,33.28,65.24
35.0,33.17,19.83
20.0,20.81,56.6
35.0,30.11,60.4
20.0,31.6,49.86
34.0,28.63,58.08
13.0,25.78,57.71
33.0,28.6,19.51
5.0,26.56,13.99
32.0,27.31,49.79
33.0,27.58,91.91
28.0,27.26,42.16
5.0,50.88,56.63
7.0,23.22,64.87
14.0,26.63,44.55
17.0,24.92,15.95
19.0,7.33,55.94
1.0,52.63,11.87
25.0,23.24,46.59
20.0,57.91,40.54
7.0,48.48,50.74
21.0,33.25,44.27
26.0,23.21,56.57
9.0,31.33,65.99
6.0,33.44,50.08
11.0,30.91,66.36
34.0,8.37,49.35
26.0,32.89,47.55
6.0,31.76,86.73
34.0,31.2,54.77
1.0,7.16,54.38
31.0,21.86,57.57
9.0,31.86,54.26
23.0,31.41,44.25
28.0,21.7,46.55
12.0,28.2,40.17
3.0,6.56,59.21
17.0,20.19,53.4
30.0,27.76,49.7
17.0,24.52,44.59
35.0,30.2,67.02
24.0,21.2,54.09
30.0,49.88,42.49
34.0,20.96,58.95
23.0,22.56,52.07
4.0,32.97,53.06
3.0,27.03,52.75
7.0,34.59,64.2
28.0,31.07,51.59
24.0,57.42,41.86
4.0,34.64,55.0
17.0,5.75,14.4
13.0,22.24,19.57
13.0,33.42,14.19
12.0,29.0,48.49
25.0,24.86,40.64
29.0,29.31,61.35
9.0,33.56,68.9
33.0,28.33,56.31
13.0,21.17,62.59
8.0,23.52,40.5
34.0,50.48,46.96
35.0,29.44,69.87
28.0,29.44,66.44
29.0,20.36,60.52
19.0,22.68,47.27
21.0,26.81,46.8
26.0,48.92,52.28
11.0,34.01,64.44
3.0,23.42,46.67
32.0,28.38,58.0
14.0,32.34,62.34
5.0,31.2,52.69
20.0,20.13,14.03
18.0,20.8,64.26
28.0,21.33,45.28
29.0,32.34,85.77
18.0,29.93,65.2
25.0,27.29,43.08
10.0,22.28,41.12
8.0,31.29,63.28
1.0,30.27,50.48
33.0,25.6,55.97
29.0,27.77,52.97
21.0,26.88,13.09
10.0,22.3,54.35
9.0,9.41,42.95
33.0,31.52,69.37
28.0,22.16,54.18
15.0,23.59,55.95
28.0,25.13,87.68
7.0,26.73,56.24
17.0,29.93,40.23
15.0,48.66,55.15
21.0,6.44,57.63
1.0,8.27,57.61
11.0,27.69,52.84
22.0,9.76,85.88
32.0,20.94,40.22
19.0,26.39,42.84
18.0,48.31,59.38
32.0,29.99,51.88
10.0,23.56,67.1
1.0,27.25,93.17
2.0,20.17,57.51
18.0,22.95,58.7
28.0,21.09,56.5
3.0,33.25,67.69
16.0,30.81,41.95
30.0,51.7,40.32
34.0,26.31,53.9
28.0,33.67,11.66
14.0,25.37,52.87
19.0,21.57,52.99
12.0,58.45560000000002,11.14
26.0,27.75,61.49
16.0,48.25,48.28
3.0,31.0,44.56
12.0,28.14,59.95
19.0,20.44,63.42
28.0,28.2,93.98
29.0,26.1,60.87
22.0,8.72,56.4
22.0,47.22,40.74
15.0,28.5,46.23
3.0,22.65,57.6
6.0,22.62,67.19
13.0,50.07,44.14
4.0,28.23,91.84
5.0,27.76,90.14
5.0,30.75,52.86
5.0,9.35,46.1
16.0,9.6,53.02
6.0,52.4,54.66
13.0,33.95,41.72
21.0,23.14,16.24
24.0,7.83,17.97
9.0,34.19,88.36
16.0,30.44,58.09
21.0,28.04,69.64
24.0,21.85,16.6
19.0,29.17,68.59
23.0,27.09,42.42
34.0,49.63,93.12
31.0,34.67,14.79
26.0,30.41,91.37
35.0,30.94,68.15
14.0,33.27,69.23
16.0,31.35,41.83
3.0,23.08,50.27
10.0,48.08,87.3
1.0,34.33,11.42
14.0,23.26,42.73
34.0,27.47,67.52
28.0,26.99,17.75
33.0,22.07,41.91
3.0,6.36,66.51
8.0,31.85,47.35
2.0,50.62,45.84
18.0,47.75,62.71
22.0,26.02,85.23
28.0,25.41,61.1
8.0,23.96,44.71
12.0,21.39,66.65
9.0,33.35,62.12
13.0,34.55,44.6
34.0,31.57,56.68
31.0,23.74,59.31
23.0,45.71,68.66
24.0,26.13,57.41
16.0,29.32,49.79
5.0,21.16,14.59
25.0,21.07,63.31
16.0,33.95,45.35
1.0,58.45560000000002,18.91
27.0,34.21,45.81
31.0,26.54,13.36
20.0,32.45,42.78
32.0,52.63,64.32
9.0,21.52,89.83
3.0,7.44,40.5
29.0,28.41,68.33
28.0,28.56,53.25
10.0,34.32,87.53
6.0,20.93,62.38
26.0,21.39,50.11
24.0,8.21,61.17
23.0,23.7,58.57
22.0,8.92,49.55
32.0,25.08,11.14
12.0,25.96,46.78
1.0,32.92,55.46
28.0,31.47,44.26
27.0,54.94,85.25
18.0,20.45,68.72
5.0,26.28,15.74
25.0,21.55,66.29
12.0,49.33,43.23
3.0,30.18,11.56
12.0,24.86,87.78
33.0,31.28,93.3
17.0,29.41,52.68
24.0,5.53,40.89
17.0,28.89,50.52
25.0,24.38,68.69
8.0,31.76,68.15
3.0,27.63,43.04
22.0,27.37,11.14
4.0,23.27,57.07
20.0,32.47,17.98
10.0,23.71,69.08
31.0,31.42,41.59
7.0,33.55,56.3
31.0,24.1,50.19
35.0,33.66,44.09
8.0,29.3,49.23
14.0,32.09,53.7
19.0,7.19,91.72
13.0,9.64,43.71
15.0,25.99,92.14
4.0,29.92,60.3
27.0,25.64,50.3
9.0,26.55,47.98
30.0,9.38,62.49
20.0,49.82,52.86
18.0,33.97,52.8
18.0,8.07,65.02
5.0,32.15,40.76
6.0,25.71,54.08
34.0,53.25,42.7
27.0,28.67,66.41
9.0,29.02,13.35
22.0,33.92,58.59
31.0,52.08,54.18
8.0,5.53,60.08
5.0,27.51,57.99
32.0,27.23,46.22
23.0,52.36,92.95
17.0,24.75,85.46
19.0,31.7,14.76
2.0,30.83,88.45
31.0,23.51,62.25
4.0,33.84,49.34
24.0,52.13,60.31
16.0,29.94,47.92
5.0,26.04,68.65
10.0,25.1,12.66
27.0,34.99,94.03
9.0,23.06,55.63
12.0,34.24,18.98
21.0,28.78,57.71
21.0,56.63,41.48
28.0,56.25,48.74
27.0,28.68,43.85
7.0,24.94,45.27
11.0,27.48,40.43
3.0,25.86,11.14
22.0,33.07,56.64
29.0,23.59,91.05
20.0,33.91,66.65
33.0,27.92,11.14
8.0,25.56,63.35
30.0,26.78,56.47
13.0,30.12,41.89
22.0,25.9,12.41
8.0,27.58,92.56
19.0,30.99,59.58
23.0,30.18,47.64
8.0,29.49,54.0
24.0,58.45560000000002,68.32
21.0,29.24,40.87
28.0,29.89,54.88
30.0,21.5,14.8
16.0,30.07,68.7
2.0,30.86,64.95
17.0,22.31,44.16
14.0,30.75,89.32
18.0,27.82,65.55
12.0,23.88,61.38
28.0,30.57,58.62
26.0,23.24,40.94
11.0,27.19,48.51
16.0,26.28,47.22
32.0,20.0,54.39
2.0,7.09,50.58
16.0,26.71,18.73
28.0,20.03,65.58
13.0,6.37,60.96
19.0,29.25,53.6
32.0,33.5,16.42
21.0,34.43,43.67
19.0,5.53,46.95
29.0,32.41,53.52
12.0,23.97,46.88
15.0,22.73,49.42
1.0,24.49,18.87
32.0,27.63,53.68
31.0,32.87,65.25
18.0,32.09,18.36
35.0,53.86,44.72
22.0,9.39,59.9
17.0,5.57,57.49
9.0,6.1,58.73
20.0,32.25,85.22
35.0,28.54,49.58
31.0,23.38,42.78
19.0,28.57,88.33
27.0,30.07,18.95
35.0,25.53,67.73
23.0,8.04,19.39
23.0,7.4,93.11
15.0,31.18,87.26
23.0,7.35,89.53
28.0,30.41,61.75
33.0,58.45560000000002,60.1
30.0,21.87,51.99
19.0,7.32,48.91
1.0,31.04,65.2
10.0,29.75,11.14
3.0,30.1,48.91
8.0,26.13,47.89
31.0,22.9,43.58
15.0,20.11,60.36
5.0,5.84,68.73
22.0,26.79,46.36
21.0,21.41,47.0
15.0,46.69,52.66
14.0,30.12,40.68
19.0,30.67,41.19
30.0,9.78,56.33
28.0,26.06,93.74
20.0,55.02,68.77
27.0,33.38,52.31
11.0,28.98,64.76
31.0,7.84,61.23
23.0,30.46,58.55
29.0,21.26,15.89
27.0,25.15,68.24
12.0,7.29,67.28
19.0,24.37,60.68
31.0,33.89,65.73
31.0,24.2,67.04
25.0,32.71,41.63
4.0,34.98,12.48
18.0,20.03,45.69
7.0,23.11,93.77
27.0,27.83,44.05
33.0,23.75,59.28
14.0,32.13,65.02
32.0,22.19,48.04
28.0,30.42,47.79
7.0,28.81,62.87
10.0,31.07,49.19
4.0,34.86,45.83
1.0,51.33,44.91
8.0,55.11,85.82
28.0,29.17,40.92
8.0,48.12,44.22
8.0,58.45560000000002,64.89
33.0,21.2,45.69
5.0,30.64,57.17
4.0,33.9,58.09
15.0,28.92,41.61
6.0,56.58,46.86
9.0,29.45,12.19
2.0,32.99,68.09
19.0,9.78,55.51
4.0,21.17,47.36
35.0,24.67,52.98
10.0,25.31,45.29
26.0,9.4,92.26
3.0,30.77,49.78
11.0,33.86,57.51
26.0,51.6,64.28
8.0,30.98,44.0
13.0,20.1,86.45
28.0,26.3,61.2
22.0,32.38,87.17
23.0,58.45560000000002,52.76
22.0,51.87,52.7
10.0,21.8,47.91
1.0,20.54,66.95
16.0,21.07,56.5
30.0,25.32,64.75
7.0,22.26,54.86
18.0,54.47,61.31
22.0,28.27,92.83
1.0,24.07,48.17
27.0,30.03,67.21
17.0,32.94,51.38
19.0,45.11,47.57
30.0,32.47,17.19
7.0,23.77,47.7
26.0,7.44,44.81
15.0,22.6,46.12
32.0,7.66,65.65
17.0,50.8,43.49
6.0,22.36,89.95
22.0,20.12,42.26
15.0,23.54,13.86
15.0,22.69,53.25
15.0,21.7,63.29
13.0,30.21,67.84
12.0,33.85,57.27
23.0,48.61,40.72
2.0,7.17,63.23
27.0,48.19,63.04
35.0,20.23,48.3
2.0,49.32,46.21
1.0,50.76,42.37
18.0,27.48,43.92
25.0,30.44,68.7
19.0,25.72,54.35
15.0,27.96,43.46
21.0,26.77,48.59
28.0,32.65,46.03
30.0,46.43,43.12
19.0,31.04,68.65
20.0,34.64,44.68
17.0,24.06,58.07
15.0,23.11,60.31
10.0,31.04,40.94
24.0,23.3,68.0
8.0,5.53,41.75
24.0,27.63,55.53
18.0,31.39,62.62
17.0,26.2,40.26
32.0,26.26,57.53
12.0,20.22,50.96
34.0,31.34,48.84
9.0,53.68,85.16
19.0,23.27,48.74
27.0,30.19,59.25
8.0,34.3,14.63
14.0,26.47,61.65
27.0,54.63,54.02
23.0,29.45,61.74
15.0,22.2,55.62
31.0,33.59,48.07
25.0,30.25,47.44
20.0,6.66,68.66
3.0,22.38,51.81
28.0,34.11,54.76
35.0,20.17,53.53
1.0,49.75,59.61
15.0,58.45560000000002,18.35
33.0,28.81,53.15
31.0,49.57,90.21
2.0,29.8,67.12
11.0,24.08,93.68
18.0,23.26,57.07
29.0,33.75,66.55
21.0,20.13,51.31
20.0,48.14,65.06
13.0,33.41,61.77
25.0,21.21,69.75
20.0,34.26,44.33
5.0,47.82,65.9
13.0,22.29,65.1
28.0,29.4,61.93
3.0,20.83,67.19
18.0,20.61,41.14
23.0,26.59,47.79
35.0,23.93,53.06
9.0,26.08,44.87
23.0,32.97,47.73
9.0,20.43,40.28
12.0,33.8,42.01
21.0,28.85,87.94
10.0,47.23,52.48
26.0,26.91,61.67
18.0,26.77,54.03
35.0,34.52,65.21
17.0,55.76,63.29
30.0,30.74,47.5
17.0,27.63,91.36
17.0,23.16,11.14
11.0,8.47,42.43
1.0,20.76,19.54
34.0,26.91,40.65
32.0,24.79,45.4
5.0,54.56,58.41
1.0,21.97,19.97
19.0,6.06,58.39
22.0,29.85,49.87
4.0,30.51,93.94
4.0,31.19,91.45
29.0,31.16,66.63
19.0,33.16,15.78
19.0,26.34,94.03
9.0,32.41,90.79
7.0,32.05,87.22
1.0,33.43,11.14
1.0,30.9,48.74
4.0,29.21,40.47
7.0,47.71,64.8
13.0,45.5,44.45
3.0,21.73,42.88
26.0,25.78,91.45
8.0,9.93,51.95
17.0,27.3,67.5
1.0,26.17,52.72
18.0,34.82,57.98
7.0,24.0,67.96
5.0,30.3,52.74
12.0,29.51,62.29
23.0,30.51,61.96
21.0,29.02,56.15
30.0,48.64,62.13
30.0,34.4,60.59
35.0,47.64,61.98
30.0,21.68,44.01
8.0,32.48,16.5
8.0,6.23,43.52
15.0,27.53,60.1
28.0,20.22,66.94
8.0,56.08,57.34
5.0,32.39,54.08
28.0,25.9,50.18
25.0,34.07,43.89
16.0,21.49,63.4
18.0,27.92,66.79
3.0,47.69,51.52
5.0,45.09,47.96
20.0,34.18,13.84
9.0,20.57,53.74
29.0,27.83,43.7
33.0,27.94,67.92
2.0,23.1,45.2
16.0,29.19,86.67
4.0,33.66,56.12
25.0,20.05,51.61
34.0,25.05,94.03
32.0,33.38,12.34
15.0,33.61,57.7
8.0,27.97,42.41
16.0,7.15,55.77
34.0,30.52,54.81
30.0,28.67,16.22
6.0,34.25,88.09
13.0,21.17,65.93
21.0,45.66,16.45
30.0,49.15,43.25
27.0,32.5,63.05
32.0,33.5,91.05
18.0,22.45,48.01
26.0,33.1,55.41
4.0,6.83,68.22
18.0,23.82,41.37
12.0,23.48,57.26
4.0,27.43,62.21
20.0,7.9,45.38
35.0,20.23,43.86
10.0,22.1,64.04
29.0,28.9,42.65
35.0,31.65,15.58
10.0,33.12,65.84
30.0,55.47,50.27
20.0,6.44,61.51
16.0,24.3,53.77
5.0,25.02,61.01
8.0,21.63,45.73
22.0,49.72,52.27
30.0,33.4,58.4
20.0,27.89,60.14
11.0,33.52,45.73
8.0,34.96,50.01
26.0,22.95,66.25
34.0,58.45560000000002,56.62
33.0,6.09,53.47
9.0,20.31,57.57
21.0,20.34,46.09
7.0,30.81,48.07
9.0,33.66,60.24
28.0,33.99,65.5
28.0,22.38,55.19
7.0,51.13,61.21
10.0,22.67,58.06
28.0,24.05,51.08
9.0,7.74,46.36
9.0,9.8,46.3
29.0,32.76,15.57
30.0,26.32,69.71
15.0,26.27,61.85
6.0,28.12,61.17
5.0,50.54,17.11
31.0,22.05,89.37
1.0,33.69,46.83
23.0,9.08,53.07
10.0,7.73,85.07
16.0,30.97,50.76
9.0,30.77,11.14
8.0,6.5,60.51
26.0,20.55,41.84
4.0,57.08,45.35
15.0,26.39,54.03
12.0,25.33,51.3
3.0,27.28,11.52
20.0,29.7,46.1
7.0,23.92,60.24
23.0,31.55,40.57
8.0,33.88,88.95
1.0,22.94,48.42
25.0,23.52,40.12
23.0,58.45560000000002,59.38
33.0,32.76,62.81
11.0,20.97,59.26
14.0,27.07,55.89
33.0,23.24,12.52
31.0,33.16,59.97
8.0,22.51,46.8
26.0,29.04,61.59
13.0,20.06,51.24
25.0,21.1,60.77
6.0,22.31,49.89
35.0,33.25,53.91
26.0,56.16,11.31
4.0,25.96,12.07
31.0,29.18,65.38
16.0,27.87,48.67
4.0,32.38,45.3
14.0,22.79,66.9
6.0,30.24,68.76
6.0,29.32,53.23
3.0,20.4,64.69
12.0,31.75,62.81
25.0,24.35,94.03
29.0,24.51,69.86
5.0,30.19,54.1
17.0,28.12,55.73
23.0,29.91,93.76
30.0,30.54,55.4
7.0,6.07,60.83
22.0,21.9,69.53
8.0,21.54,46.79
31.0,57.38,43.97
35.0,31.11,68.32
31.0,21.84,60.42
1.0,6.38,47.14
34.0,26.33,66.92
17.0,28.7,86.15
8.0,22.89,85.3
2.0,25.73,53.65
9.0,30.94,53.14
17.0,20.92,44.71
13.0,29.55,85.21
29.0,21.78,62.42
33.0,23.35,51.64
2.0,30.8,46.69
18.0,20.11,41.32
19.0,20.45,50.54
4.0,20.93,49.38
34.0,21.69,56.15
7.0,29.85,62.3
7.0,28.99,86.22
9.0,33.27,68.44
12.0,7.14,68.16
34.0,55.02,55.58
7.0,33.88,52.83
11.0,29.29,43.94
18.0,29.87,54.05
16.0,8.15,17.62
17.0,34.64,63.77
9.0,31.32,47.09
32.0,20.65,11.14
34.0,33.24,52.93
27.0,34.39,57.67
11.0,25.39,42.87
14.0,5.8,57.44
11.0,21.37,52.26
19.0,30.95,66.52
23.0,23.4,91.99
24.0,20.29,92.18
15.0,31.72,48.05
30.0,21.6,52.97
7.0,26.19,17.11
14.0,22.85,42.83
10.0,9.8,48.04
34.0,48.02,93.09
2.0,30.87,14.97
31.0,33.8,50.73
17.0,28.57,51.97
22.0,6.26,87.58
11.0,20.99,60.49
34.0,33.82,52.09
3.0,51.2,45.47
6.0,34.34,66.83
2.0,25.89,59.18
28.0,30.25,55.55
35.0,30.23,41.39
4.0,51.92,50.42
23.0,23.73,46.88
21.0,58.45560000000002,48.45
10.0,24.24,62.76
19.0,32.65,17.85
3.0,31.93,52.32
30.0,32.19,85.35
30.0,7.1,64.43
7.0,21.21,14.52
12.0,21.06,49.25
17.0,22.9,60.0
3.0,33.11,64.72
30.0,27.41,65.34
15.0,28.44,91.7
20.0,29.04,41.93
24.0,49.47,55.37
23.0,28.05,65.35
16.0,29.67,56.39
14.0,31.7,42.76
35.0,31.86,43.46
11.0,34.27,53.98
26.0,21.37,58.83
15.0,31.11,47.02
9.0,8.91,11.56
20.0,29.96,13.06
16.0,20.89,41.82
23.0,22.47,57.55
11.0,31.82,40.17
27.0,33.15,58.59
23.0,21.7,44.31
16.0,6.7,57.34
3.0,30.29,63.36
8.0,25.36,14.61
2.0,5.53,85.93
15.0,29.24,51.41
21.0,33.98,55.0
31.0,6.21,58.11
16.0,28.14,55.03
2.0,21.64,89.52
7.0,25.71,50.36
31.0,25.72,44.24
26.0,33.27,60.52
1.0,9.15,16.6
12.0,53.82,40.77
14.0,29.91,40.57
3.0,6.24,53.55
14.0,5.53,64.06
12.0,29.13,48.18
21.0,22.03,52.09
18.0,27.43,17.1
29.0,5.53,42.08
26.0,26.26,57.53
29.0,5.58,65.24
23.0,54.91,12.3
21.0,34.51,19.85
18.0,33.32,65.38
5.0,20.36,92.44
30.0,25.5,45.15
21.0,28.48,86.28
5.0,26.19,42.22
5.0,30.92,91.63
27.0,26.81,12.08
22.0,28.32,62.55
28.0,54.95,47.24
1.0,21.74,11.14
26.0,28.32,12.4
9.0,22.87,52.41
31.0,5.67,69.17
35.0,24.06,63.44
16.0,21.86,92.18
14.0,23.62,68.76
12.0,34.32,85.63
10.0,20.85,50.96
19.0,24.46,57.02
27.0,25.16,48.55
7.0,30.74,51.85
22.0,46.56,68.85
30.0,25.16,55.11
11.0,27.16,64.22
13.0,34.02,55.98
34.0,29.39,54.72
2.0,30.6,45.02
6.0,26.15,64.21
7.0,6.21,56.81
34.0,32.86,52.09
1.0,32.6,59.07
7.0,5.53,44.67
18.0,29.8,55.21
15.0,34.6,91.06
25.0,56.49,12.78
3.0,22.49,85.31
11.0,25.02,43.31
21.0,30.01,57.27
30.0,32.87,45.47
5.0,30.95,45.58
19.0,28.27,89.7
6.0,24.62,59.27
22.0,26.99,56.21
17.0,52.8,12.48
7.0,30.88,17.59
24.0,20.86,52.3
11.0,34.23,49.12
22.0,32.11,52.19
14.0,57.87,43.19
15.0,28.58,47.04
4.0,30.56,59.19
27.0,29.15,45.34
8.0,31.59,49.87
22.0,34.04,68.1
15.0,28.53,89.78
9.0,26.83,48.83
12.0,26.19,43.02
9.0,26.41,57.94
25.0,25.89,55.1
15.0,27.76,52.91
19.0,7.66,60.33
29.0,26.39,55.95
26.0,27.09,45.6
9.0,24.97,65.15
5.0,29.31,61.76
27.0,28.36,63.51
33.0,34.0,63.38
27.0,6.9,52.31
18.0,20.19,43.64
23.0,29.67,64.31
29.0,25.79,44.24
32.0,31.37,68.18
31.0,32.69,68.99
9.0,29.75,60.81
6.0,27.43,60.57
21.0,24.71,44.18
13.0,23.81,60.47
33.0,53.15,42.91
14.0,34.46,64.53
21.0,30.55,48.13
17.0,27.67,53.93
18.0,30.01,40.55
24.0,45.91,57.43
35.0,33.18,42.42
16.0,26.44,66.49
27.0,29.09,65.3
11.0,51.48,61.01
6.0,24.47,16.36
2.0,28.82,62.82
32.0,22.13,63.79
35.0,29.59,92.22
6.0,33.44,40.32
33.0,31.03,85.52
15.0,22.38,56.2
14.0,30.09,67.0
23.0,20.92,49.56
3.0,27.29,19.78
17.0,26.84,63.99
13.0,22.93,19.0
33.0,32.48,86.71
16.0,27.96,13.18
23.0,22.71,54.75
25.0,34.69,57.71
26.0,52.88,87.08
30.0,21.03,42.34
18.0,6.13,65.95
1.0,26.93,85.03
2.0,24.57,63.67
7.0,27.95,92.39
26.0,28.83,16.65
5.0,23.86,88.85
29.0,33.11,61.7
7.0,29.52,57.27
7.0,21.56,15.4
20.0,5.53,43.19
28.0,31.99,63.39
9.0,46.33,44.92
21.0,21.86,43.55
18.0,31.38,56.17
16.0,31.59,94.02
19.0,8.49,50.68
34.0,27.94,43.58
33.0,27.78,85.23
21.0,47.72,40.68
34.0,31.06,44.29
22.0,6.79,57.24
5.0,24.95,54.61
5.0,22.14,65.73
11.0,23.43,93.06
5.0,5.53,42.22
20.0,54.55,44.47
29.0,54.75,40.61
35.0,31.76,57.12
25.0,22.72,43.0
20.0,46.05,42.12
3.0,23.59,19.85
9.0,7.08,46.73
20.0,25.54,42.79
17.0,20.25,92.87
9.0,34.5,17.2
4.0,25.06,60.28
10.0,21.97,53.31
8.0,27.18,49.7
16.0,32.01,90.45
29.0,47.41,67.88
28.0,28.47,19.59
26.0,5.53,61.78
17.0,26.24,53.93
1.0,21.08,52.1
11.0,55.98,48.79
8.0,26.24,56.95
16.0,22.18,44.52
10.0,33.27,44.57
3.0,24.58,62.5
7.0,9.88,89.88
35.0,9.48,65.54
25.0,25.4,40.8
3.0,26.64,46.64
8.0,22.76,56.73
10.0,58.45560000000002,58.86
23.0,34.46,58.2
11.0,29.86,44.3
33.0,28.98,12.95
25.0,31.76,49.56
6.0,8.42,89.13
2.0,33.24,65.6
5.0,23.67,43.25
5.0,21.45,44.27
19.0,50.36,43.44
21.0,24.44,60.1
5.0,31.44,51.5
9.0,27.38,50.25
34.0,29.11,62.57
24.0,27.81,65.69
28.0,31.91,61.75
15.0,32.12,43.95
12.0,34.74,92.05
13.0,33.85,58.78
7.0,29.85,86.8
12.0,25.67,59.08
17.0,21.94,64.36
19.0,20.89,64.1
16.0,25.71,58.77
31.0,20.94,64.06
2.0,21.74,51.69
20.0,24.24,60.02
9.0,30.97,68.7
26.0,32.77,42.03
29.0,25.01,40.09
33.0,32.98,41.87
23.0,55.86,46.6
5.0,26.18,48.17
3.0,7.32,65.51
34.0,34.45,52.86
31.0,24.32,51.61
31.0,22.33,66.5
20.0,31.77,59.49
24.0,31.06,42.11
16.0,50.6,54.76
17.0,29.44,58.52
25.0,22.87,48.23
9.0,27.75,57.7
13.0,34.12,62.91
11.0,29.56,11.14
8.0,33.16,49.54
33.0,32.84,43.03
29.0,25.18,59.04
31.0,24.7,15.59
5.0,29.09,42.27
26.0,34.94,49.38
22.0,9.84,41.65
2.0,23.67,66.23
23.0,46.07,61.38
14.0,27.25,49.55
10.0,27.64,69.74
15.0,31.04,55.98
15.0,7.13,43.24
19.0,24.69,43.74
16.0,28.27,54.48
7.0,27.15,89.62
29.0,22.15,44.07
18.0,23.72,87.73
13.0,22.02,60.59
31.0,30.78,41.73
30.0,46.41,42.63
22.0,23.54,54.91
1.0,32.47,52.44
32.0,26.03,41.52
21.0,6.02,18.12
23.0,20.58,86.79
23.0,23.96,65.03
1.0,53.54,42.09
33.0,25.45,41.32
21.0,28.82,48.61
3.0,6.95,51.44
23.0,32.62,52.85
29.0,5.53,61.94
12.0,25.54,55.83
11.0,26.22,58.42
28.0,20.88,64.17
29.0,26.5,62.78
35.0,24.59,16.44
28.0,22.89,63.52
7.0,21.06,67.07
6.0,23.71,43.26
22.0,27.57,50.75
12.0,29.91,48.52
17.0,48.22,58.23
23.0,33.86,65.9
27.0,24.13,54.29
30.0,23.21,68.88
22.0,54.58,63.99
9.0,31.99,63.91
27.0,22.54,42.51
23.0,58.19,11.57
3.0,48.45,45.68
16.0,25.16,57.83
24.0,34.47,58.14
34.0,26.75,90.15
7.0,31.33,89.72
1.0,32.06,47.55
31.0,27.62,17.94
1.0,24.35,63.4
20.0,30.28,65.47
7.0,22.4,68.41
15.0,29.41,46.88
7.0,30.18,49.19
13.0,21.36,61.87
22.0,21.16,14.94
25.0,32.29,48.83
20.0,58.45560000000002,48.53
2.0,28.76,52.46
17.0,50.22,88.94
16.0,22.71,62.9
7.0,23.97,16.65
33.0,34.58,51.12
4.0,34.8,42.88
26.0,27.1,69.46
8.0,30.21,54.87
27.0,22.25,48.19
13.0,56.2,41.28
8.0,26.02,61.36
20.0,29.86,45.11
35.0,30.76,65.13
2.0,34.57,61.39
23.0,9.95,92.77
2.0,32.78,43.19
35.0,51.88,42.41
15.0,31.02,41.29
22.0,29.96,86.75
29.0,26.01,64.42
17.0,21.15,59.65
28.0,58.45560000000002,55.94
31.0,7.68,63.87
25.0,32.96,55.2
7.0,23.79,53.77
27.0,23.1,49.28
7.0,8.72,43.34
27.0,6.97,94.03
20.0,46.21,42.07
10.0,33.69,46.04
4.0,28.77,41.83
17.0,47.13,40.81
18.0,22.03,13.9
13.0,29.44,63.85
30.0,30.88,56.18
4.0,33.08,49.95
3.0,32.23,62.17
8.0,23.1,63.29
22.0,22.55,11.14
28.0,6.53,61.41
34.0,20.25,67.78
31.0,31.83,94.03
24.0,33.23,62.37
6.0,27.79,44.1
29.0,34.43,68.15
17.0,26.7,61.05
1.0,22.94,60.34
9.0,30.98,92.37
16.0,30.47,61.8
24.0,32.0,47.23
2.0,24.2,50.44
26.0,33.1,14.12
30.0,32.67,69.43
28.0,24.36,40.33
28.0,26.78,51.31
26.0,46.08,55.72
7.0,8.46,40.75
31.0,21.64,48.49
5.0,24.11,65.86
35.0,21.12,68.35
7.0,33.34,14.2
34.0,5.53,13.97
20.0,27.39,51.38
1.0,22.56,66.32
3.0,32.93,67.01
4.0,26.86,64.54
35.0,32.38,46.1
